TENSE,ROOT,FORM,NAME_AND_AUTHOR,AGE,GENDER,AUTHOR,PATH,REALPAST,FREQUENCY
PAST,find,found,abekuczaj,3.69678302532512,male,kuczaj,"scripts,Kuczaj,abe124.cha.txt",found,20196
PAST,forget,forgot,abekuczaj,3.71047227926078,male,kuczaj,"scripts,Kuczaj,abe125.cha.txt",forgot,5045
PAST,find,found,abekuczaj,3.71047227926078,male,kuczaj,"scripts,Kuczaj,abe125.cha.txt",found,20196
SUSPECT,shoot,shotted,abekuczaj,3.71047227926078,male,kuczaj,"scripts,Kuczaj,abe125.cha.txt",shot,11599
PAST,fall,fell,abekuczaj,3.71047227926078,male,kuczaj,"scripts,Kuczaj,abe125.cha.txt",fell,3723
PAST,tell,told,abekuczaj,3.71047227926078,male,kuczaj,"scripts,Kuczaj,abe125.cha.txt",told,35679
PAST,see,saw,abekuczaj,3.71047227926078,male,kuczaj,"scripts,Kuczaj,abe125.cha.txt",saw,20527
SUSPECT,throw,throwed,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",threw,2082
PAST,take,took,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",took,17454
PAST,take,took,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",took,17454
PAST,see,saw,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",saw,20527
PAST,feel,felt,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",felt,6111
PAST,say,said,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",said,56531
PAST,eat,ate,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",ate,1722
PAST,forget,forgot,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",forgot,5045
PAST,say,said,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",said,56531
PAST,say,said,abekuczaj,3.71321013004791,male,kuczaj,"scripts,Kuczaj,abe126.cha.txt",said,56531
PAST,make,made,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",made,28626
PAST,see,saw,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",saw,20527
PAST,see,saw,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",saw,20527
PAST,find,found,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",found,20196
PAST,find,found,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",found,20196
PAST,forget,forgot,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",forgot,5045
PAST,find,found,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",found,20196
PAST,take,took,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",took,17454
PAST,say,said,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",said,56531
PAST,say,said,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",said,56531
PAST,eat,ate,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",ate,1722
PAST,find,found,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",found,20196
PAST,make,made,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",made,28626
PAST,find,found,abekuczaj,3.72416153319644,male,kuczaj,"scripts,Kuczaj,abe127.cha.txt",found,20196
PAST,catch,caught,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",caught,4791
SUSPECT,hear,heared,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",heard,19775
PAST,hear,heard,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",heard,19775
PAST,find,found,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",found,20196
PAST,forget,forgot,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",forgot,5045
PAST,forget,forgot,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",forgot,5045
PAST,forget,forgot,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",forgot,5045
PAST,see,saw,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",saw,20527
PAST,see,saw,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",saw,20527
PAST,see,saw,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",saw,20527
PAST,think,thought,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",thought,41232
PAST,catch,caught,abekuczaj,3.7296372347707,male,kuczaj,"scripts,Kuczaj,abe128.cha.txt",caught,4791
PAST,see,saw,abekuczaj,3.74332648870637,male,kuczaj,"scripts,Kuczaj,abe129.cha.txt",saw,20527
SUSPECT,think,thinked,abekuczaj,3.74332648870637,male,kuczaj,"scripts,Kuczaj,abe129.cha.txt",thought,41232
PAST,see,saw,abekuczaj,3.74332648870637,male,kuczaj,"scripts,Kuczaj,abe129.cha.txt",saw,20527
PAST,think,thought,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",thought,41232
PAST,think,thought,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",thought,41232
PAST,find,found,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",found,20196
PAST,stick,stuck,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",stuck,3399
PAST,see,saw,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",saw,20527
PAST,see,saw,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",saw,20527
PAST,find,found,abekuczaj,3.76368925393566,male,kuczaj,"scripts,Kuczaj,abe131.cha.txt",found,20196
PAST,make,made,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",made,28626
PAST,think,thought,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",thought,41232
PAST,make,made,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",made,28626
PAST,eat,ate,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",ate,1722
PAST,forget,forgot,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",forgot,5045
PAST,fall,fell,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",fell,3723
PAST,fall,fell,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",fell,3723
PAST,fall,fell,abekuczaj,3.76642710472279,male,kuczaj,"scripts,Kuczaj,abe132.cha.txt",fell,3723
PAST,say,said,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",said,56531
SUSPECT,think,thinked,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",thought,41232
SUSPECT,tell,telled,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",told,35679
SUSPECT,tell,telled,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",told,35679
PAST,forget,forgot,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",forgot,5045
SUSPECT,drink,drinked,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",drank,656
PAST,tell,told,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",told,35679
PAST,tell,told,abekuczaj,3.78285420944559,male,kuczaj,"scripts,Kuczaj,abe133.cha.txt",told,35679
PAST,eat,ate,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",ate,1722
SUSPECT,win,winned,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",won,38729
SUSPECT,hear,heared,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",heard,19775
SUSPECT,hear,heared,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",heard,19775
SUSPECT,grow,growed,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",grew,1493
PAST,stick,stuck,abekuczaj,3.78832991101985,male,kuczaj,"scripts,Kuczaj,abe134.cha.txt",stuck,3399
PAST,hear,heard,abekuczaj,3.80201916495551,male,kuczaj,"scripts,Kuczaj,abe135.cha.txt",heard,19775
PAST,take,took,abekuczaj,3.80201916495551,male,kuczaj,"scripts,Kuczaj,abe135.cha.txt",took,17454
SUSPECT,hear,heared,abekuczaj,3.80201916495551,male,kuczaj,"scripts,Kuczaj,abe135.cha.txt",heard,19775
PAST,make,made,abekuczaj,3.80201916495551,male,kuczaj,"scripts,Kuczaj,abe135.cha.txt",made,28626
PAST,make,made,abekuczaj,3.80201916495551,male,kuczaj,"scripts,Kuczaj,abe135.cha.txt",made,28626
PAST,make,made,abekuczaj,3.80201916495551,male,kuczaj,"scripts,Kuczaj,abe135.cha.txt",made,28626
SUSPECT,tell,telled,abekuczaj,3.81297056810404,male,kuczaj,"scripts,Kuczaj,abe136.cha.txt",told,35679
PAST,forget,forgot,abekuczaj,3.81297056810404,male,kuczaj,"scripts,Kuczaj,abe136.cha.txt",forgot,5045
SUSPECT,tell,telled,abekuczaj,3.81297056810404,male,kuczaj,"scripts,Kuczaj,abe136.cha.txt",told,35679
PAST,eat,ate,abekuczaj,3.81297056810404,male,kuczaj,"scripts,Kuczaj,abe136.cha.txt",ate,1722
PAST,think,thought,abekuczaj,3.81297056810404,male,kuczaj,"scripts,Kuczaj,abe136.cha.txt",thought,41232
PAST,say,said,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",said,56531
SUSPECT,spend,spended,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",spent,3574
PAST,eat,ate,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",ate,1722
SUSPECT,take,taked,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",took,17454
PAST,see,saw,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",saw,20527
SUSPECT,feel,feeled,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",felt,6111
PAST,say,said,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",said,56531
PAST,fall,fell,abekuczaj,3.8184462696783,male,kuczaj,"scripts,Kuczaj,abe137.cha.txt",fell,3723
PAST,eat,ate,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",ate,1722
PAST,hear,heard,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",heard,19775
PAST,see,saw,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",saw,20527
SUSPECT,know,knowed,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",knew,18817
PAST,think,thought,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",thought,41232
PAST,see,saw,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",saw,20527
PAST,fall,fell,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",fell,3723
SUSPECT,know,knowed,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",knew,18817
PAST,see,saw,abekuczaj,3.82392197125257,male,kuczaj,"scripts,Kuczaj,abe138.cha.txt",saw,20527
PAST,fall,fell,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",fell,3723
PAST,fall,fell,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",fell,3723
PAST,fall,fell,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",fell,3723
PAST,tell,told,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",told,35679
PAST,tell,told,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",told,35679
PAST,catch,caught,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",caught,4791
PAST,tell,told,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",told,35679
SUSPECT,tell,telled,abekuczaj,3.79166461327858,male,kuczaj,"scripts,Kuczaj,abe130.cha.txt",told,35679
PAST,make,made,abekuczaj,4.0082135523614,male,kuczaj,"scripts,Kuczaj,abe153.cha.txt",made,28626
PAST,make,made,abekuczaj,4.0082135523614,male,kuczaj,"scripts,Kuczaj,abe153.cha.txt",made,28626
SUSPECT,draw,drawed,abekuczaj,4.0082135523614,male,kuczaj,"scripts,Kuczaj,abe153.cha.txt",drew,1277
PAST,make,made,abekuczaj,4.0082135523614,male,kuczaj,"scripts,Kuczaj,abe153.cha.txt",made,28626
PAST,eat,ate,abekuczaj,4.04106776180698,male,kuczaj,"scripts,Kuczaj,abe154.cha.txt",ate,1722
PAST,see,saw,abekuczaj,4.04106776180698,male,kuczaj,"scripts,Kuczaj,abe154.cha.txt",saw,20527
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,fly,flew,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",flew,785
PAST,find,found,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",found,20196
SUSPECT,grow,growed,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",grew,1493
PAST,buy,bought,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",bought,4362
PAST,find,found,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",found,20196
PAST,see,saw,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",saw,20527
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
SUSPECT,grow,growed,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",grew,1493
PAST,keep,kept,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",kept,4559
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
SUSPECT,know,knowed,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",knew,18817
SUSPECT,tell,telled,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",told,35679
PAST,tell,told,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",told,35679
PAST,say,said,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",said,56531
PAST,make,made,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",made,28626
PAST,make,made,abekuczaj,4.04380561259411,male,kuczaj,"scripts,Kuczaj,abe155.cha.txt",made,28626
PAST,know,knew,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",knew,18817
PAST,see,saw,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",saw,20527
PAST,see,saw,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",saw,20527
PAST,see,saw,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",saw,20527
PAST,see,saw,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",saw,20527
PAST,see,saw,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",saw,20527
PAST,see,saw,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",saw,20527
PAST,build,built,abekuczaj,4.0684462696783,male,kuczaj,"scripts,Kuczaj,abe156.cha.txt",built,2099
PAST,fall,fell,abekuczaj,4.09702258726899,male,kuczaj,"scripts,Kuczaj,abe158.cha.txt",fell,3723
PAST,forget,forgot,abekuczaj,4.09702258726899,male,kuczaj,"scripts,Kuczaj,abe158.cha.txt",forgot,5045
PAST,lose,lost,abekuczaj,4.09702258726899,male,kuczaj,"scripts,Kuczaj,abe158.cha.txt",lost,13974
PAST,know,knew,abekuczaj,4.09702258726899,male,kuczaj,"scripts,Kuczaj,abe158.cha.txt",knew,18817
PAST,know,knew,abekuczaj,4.09702258726899,male,kuczaj,"scripts,Kuczaj,abe158.cha.txt",knew,18817
PAST,know,knew,abekuczaj,4.09702258726899,male,kuczaj,"scripts,Kuczaj,abe158.cha.txt",knew,18817
PAST,see,saw,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",saw,20527
PAST,forget,forgot,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",forgot,5045
PAST,write,wrote,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",wrote,3629
PAST,forget,forgot,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",forgot,5045
PAST,say,said,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",said,56531
PAST,think,thought,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",thought,41232
PAST,think,thought,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",thought,41232
SUSPECT,write,writed,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",wrote,3629
PAST,write,wrote,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",wrote,3629
PAST,make,made,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",made,28626
SUSPECT,write,writed,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",wrote,3629
PAST,write,wrote,abekuczaj,4.10797399041752,male,kuczaj,"scripts,Kuczaj,abe159.cha.txt",wrote,3629
PAST,say,said,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",said,56531
PAST,know,knew,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",knew,18817
PAST,tell,told,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",told,35679
PAST,tell,told,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",told,35679
PAST,think,thought,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",thought,41232
PAST,think,thought,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",thought,41232
PAST,know,knew,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",knew,18817
PAST,fall,fell,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",fell,3723
PAST,stick,stuck,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",stuck,3399
SUSPECT,hold,holded,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",held,2165
PAST,think,thought,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",thought,41232
PAST,forget,forgot,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",forgot,5045
SUSPECT,hear,heared,abekuczaj,4.12440109514031,male,kuczaj,"scripts,Kuczaj,abe160.cha.txt",heard,19775
PAST,think,thought,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",thought,41232
PAST,think,thought,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",thought,41232
PAST,make,made,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",made,28626
PAST,make,made,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",made,28626
PAST,make,made,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",made,28626
PAST,teach,taught,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",taught,2236
PAST,drink,drank,abekuczaj,4.13809034907598,male,kuczaj,"scripts,Kuczaj,abe161.cha.txt",drank,656
PAST,eat,ate,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",ate,1722
PAST,make,made,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",made,28626
PAST,say,said,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",said,56531
PAST,say,said,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",said,56531
PAST,fall,fell,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",fell,3723
PAST,fall,fell,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",fell,3723
PAST,win,won,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",won,38729
PAST,win,won,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",won,38729
PAST,win,won,abekuczaj,4.1490417522245,male,kuczaj,"scripts,Kuczaj,abe162.cha.txt",won,38729
PAST,see,saw,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",saw,20527
SUSPECT,shoot,shotted,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",shot,11599
PAST,see,saw,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",saw,20527
PAST,say,said,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",said,56531
PAST,see,saw,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",saw,20527
PAST,eat,ate,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",ate,1722
PAST,eat,ate,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",ate,1722
PAST,lose,lost,abekuczaj,4.16273100616016,male,kuczaj,"scripts,Kuczaj,abe163.cha.txt",lost,13974
PAST,break,broke,abekuczaj,4.12499794661191,male,kuczaj,"scripts,Kuczaj,abe157.cha.txt",broke,5355
PAST,break,broke,abekuczaj,4.12499794661191,male,kuczaj,"scripts,Kuczaj,abe157.cha.txt",broke,5355
SUSPECT,see,sawed,abekuczaj,4.12499794661191,male,kuczaj,"scripts,Kuczaj,abe157.cha.txt",saw,20527
PAST,think,thought,abekuczaj,4.12499794661191,male,kuczaj,"scripts,Kuczaj,abe157.cha.txt",thought,41232
PAST,eat,ate,abekuczaj,4.12499794661191,male,kuczaj,"scripts,Kuczaj,abe157.cha.txt",ate,1722
PAST,see,saw,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",saw,20527
PAST,fall,fell,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",fell,3723
PAST,make,made,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",made,28626
PAST,tell,told,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",told,35679
PAST,see,saw,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",saw,20527
PAST,make,made,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",made,28626
PAST,say,said,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",said,56531
PAST,say,said,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",said,56531
PAST,say,said,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",said,56531
PAST,say,said,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",said,56531
PAST,say,said,abekuczaj,4.83607118412047,male,kuczaj,"scripts,Kuczaj,abe200.cha.txt",said,56531
SUSPECT,make,maked,abekuczaj,4.85797399041752,male,kuczaj,"scripts,Kuczaj,abe201.cha.txt",made,28626
PAST,make,made,abekuczaj,4.85797399041752,male,kuczaj,"scripts,Kuczaj,abe201.cha.txt",made,28626
SUSPECT,buy,buyed,abekuczaj,4.85797399041752,male,kuczaj,"scripts,Kuczaj,abe201.cha.txt",bought,4362
SUSPECT,buy,buyed,abekuczaj,4.85797399041752,male,kuczaj,"scripts,Kuczaj,abe201.cha.txt",bought,4362
PAST,find,found,abekuczaj,4.85797399041752,male,kuczaj,"scripts,Kuczaj,abe201.cha.txt",found,20196
SUSPECT,swim,swimmed,abekuczaj,4.85797399041752,male,kuczaj,"scripts,Kuczaj,abe201.cha.txt",swam,123
